楼主ID,评论者ID,话题内容,评论内容,评论者昵称,评论者性别,是否认证,认证类型,是否认证金v,发博数量,关注人数,粉丝数,微博等级,发布日期,评论日期,评论时间,回复量,点赞量
5266594537,5878659096,#杭州亚运会#lol名单：JDG上单，WBG双C，TES的AD，EDG野辅。 ,你好，你感兴趣的“杭州亚运会”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 杭州2022年亚运会,超话社区,m,True,7,0,22591,1161,2.4亿,39,2023/04/01,2023/4/01,05:50:06,0,0
5266594537,6393117198,#杭州亚运会#lol名单：JDG上单，WBG双C，TES的AD，EDG野辅。 ,据我所知，朱开执教没有一抢塔姆的bp,月男战俘鱼雯波触烈,m,False,-1,0,405,71,0,0,2023/04/01,2023/4/18,15:17:19,0,0
5560085111,6665916335,汪顺一起云享#杭州亚运会# 游泳跳水比赛场馆 ·  杭州奥体中心游泳馆 #顺流而上##亚运加载中#,期待,Daidaidaiema,f,False,-1,0,4754,1300,1785,9,2023/04/01,2023/4/01,22:26:01,0,0
5560085111,6858261438,汪顺一起云享#杭州亚运会# 游泳跳水比赛场馆 ·  杭州奥体中心游泳馆 #顺流而上##亚运加载中#,,Prudddyyy,f,False,-1,0,2083,369,124,9,2023/04/01,2023/4/01,17:17:26,0,0
7580475293,5617549621,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,场馆好大,MySweetBaby_,f,True,0,0,951,136,542,14,2023/04/01,2023/4/02,08:57:34,1,0
7580475293,5625723536,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,拍得不错👍,MeI-atl,f,True,0,0,12364,283,4.8万,9,2023/04/01,2023/4/01,19:47:43,1,0
7580475293,5479282909,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,狠狠期待,海盐芝士千层,f,True,0,0,1904,202,48,9,2023/04/01,2023/4/01,23:56:36,1,0
7580475293,5177606831,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,,饭真的太多啦,f,True,0,0,1905,110,72,9,2023/04/01,2023/4/01,22:52:36,1,0
7580475293,7479476617,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,期待,因为北京是北京,f,False,-1,0,1703,457,65,0,2023/04/01,2023/4/01,22:51:36,1,0
7580475293,5670627421,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,,长生俗,f,False,-1,0,118,294,35,4,2023/04/01,2023/4/01,19:26:50,1,0
7580475293,3933786760,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,一起冲！,绿毛怪吖,m,False,-1,0,13262,1830,139,14,2023/04/01,2023/4/01,19:19:30,1,0
7580475293,2931410032,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,胖胖来我一定要去看,瓶子2500,f,False,-1,0,4352,293,61,12,2023/04/01,2023/4/01,21:59:25,1,0
7580475293,7366949775,今日游杭州拱墅运河亚运公园亚运会乒乓球比赛馆（方圆交织的大玉琮）期待九月在亚运赛场拼搏的樊振东！樊振东#杭州亚运会# ,这是大赛吗,樊星无限,f,False,-1,0,163,10,16,0,2023/04/01,2023/4/01,23:38:42,2,0
5898444969,3976964826,工作需要 上班要穿黑袜子于是pdd火速下单十双黑袜子加上我之前本身就有很多袜子然后我的袜子收纳柜就爆了.....关都关不上（还有两盒收纳盒...哈哈......#杭州亚运会# ,给我买几双啊,Bar1bara,f,False,-1,0,263,155,279,21,2023/04/01,2023/4/02,12:04:21,1,0
5898444969,5878659096,工作需要 上班要穿黑袜子于是pdd火速下单十双黑袜子加上我之前本身就有很多袜子然后我的袜子收纳柜就爆了.....关都关不上（还有两盒收纳盒...哈哈......#杭州亚运会# ,你好，你感兴趣的“杭州亚运会”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 杭州2022年亚运会,超话社区,m,True,7,0,22591,1161,2.4亿,39,2023/04/01,2023/4/01,21:08:57,0,0
1630935165,2602405035,#为什么人们越来越喜欢露营# 春天这么好的季节小艾带上亚运款C77摩法圈一起出行啦！！#iRest艾力斯特##杭州亚运会# ,这个是啥呀？,妄图占有月亮,f,False,-1,0,4342,581,211,32,2023/04/03,2023/4/03,13:54:15,2,0
5560085111,6665916335,汪顺【#杭州亚运会吉祥物3周岁了#】2020年4月3日，杭州亚运会吉祥物琮琮、莲莲和宸宸正式发布。今天是琮琮、莲莲和宸宸3周岁的生日，祝生日快乐！期待金秋#杭州亚运会#，9月杭州见！#亚运吉祥物冲冲冲#  西湖之声的微博视频 ,Happy birthday 🎂,Daidaidaiema,f,False,-1,0,4754,1300,1785,9,2023/04/03,2023/4/03,21:44:32,0,0
5560085111,7241315643,汪顺【#杭州亚运会吉祥物3周岁了#】2020年4月3日，杭州亚运会吉祥物琮琮、莲莲和宸宸正式发布。今天是琮琮、莲莲和宸宸3周岁的生日，祝生日快乐！期待金秋#杭州亚运会#，9月杭州见！#亚运吉祥物冲冲冲#  西湖之声的微博视频 ,🤓🤓🤓,顺流而上_8,f,True,0,0,374,116,201,0,2023/04/03,2023/4/03,23:36:48,0,0
3205295640,6354338378,【#杭州亚运吉祥物三周岁啦#！】4月3日，杭州亚运会吉祥物生日会在杭州滨江区星光大道肯德基亚运吉祥物特色店举行。现场参与生日会的亚运吉祥物好朋友们载歌载舞、赠送手工制作的礼物一起为“琮琮”“莲莲”“宸宸”庆祝三周岁生日快乐。#杭州亚运会##亚运在身边# （潮新闻） ,,S爱赞元m年九条命,m,True,0,0,20978,1924,562,24,2023/04/03,2023/4/03,17:33:32,0,0
3205295640,6104563820,【#杭州亚运吉祥物三周岁啦#！】4月3日，杭州亚运会吉祥物生日会在杭州滨江区星光大道肯德基亚运吉祥物特色店举行。现场参与生日会的亚运吉祥物好朋友们载歌载舞、赠送手工制作的礼物一起为“琮琮”“莲莲”“宸宸”庆祝三周岁生日快乐。#杭州亚运会##亚运在身边# （潮新闻） ,超级难看,十年内收台,m,False,-1,0,65,72,2,0,2023/04/03,2023/4/03,21:44:31,0,0
3205295640,1763538193,【#杭州亚运吉祥物三周岁啦#！】4月3日，杭州亚运会吉祥物生日会在杭州滨江区星光大道肯德基亚运吉祥物特色店举行。现场参与生日会的亚运吉祥物好朋友们载歌载舞、赠送手工制作的礼物一起为“琮琮”“莲莲”“宸宸”庆祝三周岁生日快乐。#杭州亚运会##亚运在身边# （潮新闻） ,生日快乐,奥运小王子张文全,m,True,0,0,313923,9882,1.2万,48,2023/04/03,2023/4/03,19:28:28,0,0
3205295640,2818102562,【#杭州亚运吉祥物三周岁啦#！】4月3日，杭州亚运会吉祥物生日会在杭州滨江区星光大道肯德基亚运吉祥物特色店举行。现场参与生日会的亚运吉祥物好朋友们载歌载舞、赠送手工制作的礼物一起为“琮琮”“莲莲”“宸宸”庆祝三周岁生日快乐。#杭州亚运会##亚运在身边# （潮新闻） ,,海涯001,m,False,-1,0,744,677,922,31,2023/04/03,2023/4/03,16:37:19,0,0
2538301180,7744035701,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲蹲，坐标宁波,你不如我1啊,f,False,-1,0,5267,753,1797,0,2023/04/03,2023/4/21,12:14:26,1,0
2538301180,5932956022,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲,西·早ovo,f,False,-1,0,1632,109,74,4,2023/04/03,2023/6/04,12:46:05,0,0
2538301180,6548551899,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲,第三人称叙述,m,True,0,0,4615,1510,4150,4,2023/04/03,2023/4/23,13:51:49,0,0
2538301180,7520434303,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲🙋,超爱吃糖呀-,f,False,-1,0,4,98,1,0,2023/04/03,2023/4/21,11:48:34,0,0
2538301180,7744198101,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲 到时候tt我,泡芙猪,f,True,0,0,5175,1115,1211,0,2023/04/03,2023/4/05,20:39:11,0,0
2538301180,6240651170,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲蹲,Hello版kitty-,f,False,-1,0,394,173,74,9,2023/04/03,2023/6/27,22:35:19,0,0
2538301180,5847943565,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲,土土热爱生活,f,False,-1,0,522,274,29,4,2023/04/03,2023/5/11,11:08:53,0,0
2538301180,5634649806,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,杭州临平蹲一个,微末千雅,f,False,-1,0,274,228,27,9,2023/04/03,2023/5/11,09:15:13,0,0
2538301180,5664376595,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,天津轻置翘臀,我_很_想_你_,f,False,-1,0,5,56,52,9,2023/04/03,2023/5/11,09:01:09,0,0
2538301180,5541434076,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲蹲,洛苓轩,f,False,-1,0,429,314,70,14,2023/04/03,2023/5/10,20:51:27,0,0
2538301180,1797071220,杭州2022年亚运会#杭州亚运会#今年是要举办吧，电竞项目啥时候开始售票呢？有没有一起去现场的坐标开封现在开始早早招募 ,蹲,艾瑞丝的辛德瑞拉,f,False,-1,0,109,330,96,9,2023/04/03,2023/5/01,10:02:09,0,0
