话题链接,楼主ID,话题 内容,楼主 昵称,楼主 性别,是否 认证,认证 类型,是否 认证 金 v,发博 数量,关注 人数,粉丝 数,微博 等级,发布 日期,发布 时间,转发 量,评论 量,点赞量
https://m.weibo.cn/detail/4759898095618023,1738598473,想要 的 预约 的 朋友 可以 着手 准备 咯 原文 链接 上半年 38 枚 币 将 发行 最快 下周 公告 纪念币 纪念币 超话 钱币 钱币 收藏 杭州 亚运会 二十四节气 发布 了 头条 文章 上半年 38 枚 币 将 发行 最快 下周 公告 上半年 38 枚 币 将 发行 最快 下周 公告,钱 夫子 微博号,m,false,220,0,2811,723,1.4 万,23,2022 / 04 / 19,09 : 26 : 43,0,0,2
https://m.weibo.cn/detail/4759915238001565,6557087571,4 月 9 日 韵味 杭州 航民杯 2022 年 浙江省 青少年 武术 套路 散打 锦标赛 甲组 在 瓜 沥 文体 中心 开赛 作为 亚运会 的 模拟考 这是 瓜沥 文体 中心 升级 改造 后 的 首秀 也 是 瓜 沥 场馆 运行 团队 的 实战 演练 杭州 亚运会 超级 火星 赛亚人 的 微博 视频,微博 武术,m,true,7,50,13765,973,60.4 万,26,2022 / 04 / 19,10 : 34 : 50,0,1,4
https://m.weibo.cn/detail/4759914537551774,2873517634,在 身边 倒计时 150 天 之际 杭州 的 一群 年轻人 用 毛线 织出 了 一个 27 米 的 巨幅 簇绒 作品 图上 绘制 了 吉祥物 和 杭州 地标 经 专业 机构 认证 创下 了 世界 最大 簇绒 作品 的 世界纪录 他们 说 要 将 这幅 作品 献给 亚运会 以 自己 的 方式 表达 对 2022 杭州 亚运会 的 祝福 和 期待 杭州 亚运会 钱江晚报 的 微博 视频,碧海 星辰 之 蓝,m,false,- 1,0,1687,1338,1 万,30,2022 / 04 / 19,10 : 32 : 03,2,2,0
https://m.weibo.cn/detail/4759914000157702,2873517634,在 身边 4 月 9 日 韵味 杭州 航民杯 2022 年 浙江省 青少年 武术 套路 散打 锦标赛 甲组 在 瓜 沥 文体 中心 开赛 作为 亚运会 的 模拟考 这是 瓜沥 文体 中心 升级 改造 后 的 首秀 也 是 瓜 沥 场馆 运行 团队 的 实战 演练 杭州 亚运会 超级 火星 赛亚人 的 微博 视频,碧海 星辰 之 蓝,m,false,- 1,0,1687,1338,1 万,30,2022 / 04 / 19,10 : 29 : 55,1,1,0
https://m.weibo.cn/detail/4759911630114894,2873517634,在 身边 杭州 亚运会 比赛 场馆 全部 完工 筹办 场馆 先行 杭州 亚运会 亚 残运会 56 个 比赛 场馆 于 3 月 31 日 全部 竣工 其中 新建 场馆 12 个 改造 场馆 26 个 续建 场馆 9 个 临建 场馆 9 个 另 有 31 个 训练 场馆 1 个 亚运村 和 4 个 分村 杭州 亚运会 西湖 发布 的 微博 视频,碧海 星辰 之 蓝,m,false,- 1,0,1687,1338,1 万,30,2022 / 04 / 19,10 : 20 : 30,0,0,0
https://m.weibo.cn/detail/4759906517259480,5186000071,我们 的 亚运会 二十三 10 个 小时 三墩 镇兰里 跑 团百人 百公里 接力 迎 三墩 镇兰里 跑 团用 自己 的 方式 迎接 亚运会 的 到来 组织 了 一场 我 的 我 的 梦 百公里 接力跑 活动 该 接力跑 活动 采用 了 分棒 接力 的 形式 共 分成 10 棒 每棒 10 人 共同完成 10 公里 出发 前 教练 们 带领 队员 认真 地 做好 热身 在 路上 队员 们 喊 出心心 相融 全民 健身 共享 等 口号 每一棒 队员 到达 接力 区 都 与 后 一棒 的 队员 相互 击掌 相互 鼓励 活动 从 凌晨 4 点开 跑 持续 到 下午 2 点 整场 接力 活动 洋溢着 浓厚 的 迎 氛围 杭州 亚运会 我们 准备 好 了,西湖 发布,m,true,1,0,33273,128,19.7 万,44,2022 / 04 / 19,10 : 00 : 11,7,3,5
https://m.weibo.cn/detail/4759923336413879,7683186788,国内 武林高手 将 在 海南 白沙 争夺 杭州 亚运会 入场券 4 月 22 日 杭州 2022 年 第 19 届 亚运会 国家 武术 散打 队 第二次 第三次 选拔赛 将 在 白沙 举行 共有 37 名 国内 选手 参加 本次 比赛 分 男女 两个 组别 男子组 设 56 公斤 级 60 公斤 级 65 公斤 级 70 公斤 级 女子组 设 52 公斤 级 60 公斤 级 本次 比赛 采用 单败 淘汰制 运动员 先 称量 体重 然后 抽签 进行 编排 第一次 选拔赛 各级 别 积分 排名 前 4 名 的 运动员 为 种子选手 第二次 选拔赛 后 累积 积分 各级 别 积分 排名 前 4 名 运动员 为 第三次 选拔赛 种子选手 如 积分 相等 以 最近 一次 选拔赛 名次 为准 名次 在 前者 列前 如 种子 空缺 不再 递补 空缺 种子 位由非 种子选手 抽签 确定 比赛 采取 积分 制 各级 别 录取 前 3 名 各级 别前 3 名 积分 分值 分别 为 20 分 10 分 和 5 分 海南日报 客户端,白沙 融媒,m,false,- 1,0,4864,52,38,0,2022 / 04 / 19,11 : 07 : 00,0,1,0
https://m.weibo.cn/detail/4759962516197120,1851755225,缤纷 浙大 在 西子湖畔 一个 因 热爱 而生 的 社团 浙江大学 学生 越 剧社 用 自己 的 唱腔 和 身段 演绎 了 一只 美轮美奂 的 蝴蝶 迎接 杭州 亚运会 的 到来 浙江大学 学生 越 剧社 的 他们 是 国家级 非遗 越剧 的 传承者 也 是 极具 江南 灵秀之气 才子佳人 的 演绎 者 他们 用 艰辛 与 付出 在 校园 出圈 用 传承 与 创新 连结 起 浙大 杭州 与 越剧 希望 更 多 的 人 能够 爱上 中国戏曲 爱上 传统 文化,浙江大学,m,true,4,0,36821,789,277.4 万,48,2022 / 04 / 19,13 : 42 : 42,7,5,78
https://m.weibo.cn/detail/4759975932725301,5192548884,在 身边 在 美丽 的 千岛湖 风景区 内有 一颗 被 山水 簇拥 的 明珠 从 空中 俯瞰 珠圆玉润 的 钢结构 罩棚 在 阳光 下 如 珍珠 一般 熠熠生辉 这颗 明珠 就是 淳安 界首 体育中心 自行车 馆 杭州 亚运会 仙岛 食光记 的 微博 视频,风之萍 末,f,true,0,0,2615,801,1 万,27,2022 / 04 / 19,14 : 36 : 01,3,1,2
https://m.weibo.cn/detail/4759975090455498,5192548884,在 身边 杭州 的 运河 夜景 灯光设计 以 水墨 丹青 诗画 江南 为 主题 聚焦 钱塘江 至 石祥路 核心 段 以 跨河 桥梁 亭台楼阁 和 街区 公共 空间 为 主要 载体 突出 江南 韵味 和 历史 文脉 用 光影 画卷 讲述 运河 故事 营造 竹影 婆娑 月影 朦胧 富庶 祥和 的 江南 之韵 杭州 亚运会,风之萍 末,f,true,0,0,2615,801,1 万,27,2022 / 04 / 19,14 : 32 : 40,1,1,1
https://m.weibo.cn/detail/4759967770875292,2810357942,杭州 亚运会 倒计时 144 天,杭州 市政 集团,m,true,2,50,2131,95,1788,14,2022 / 04 / 19,14 : 03 : 35,0,1,0
https://m.weibo.cn/detail/4759994874203280,2001487693,近日 的 视觉 表达 与 传播 论坛 在线 上线 下 举行 论坛 汇聚 了 杭州 设计 项目 团队 代表 以及 国内外 相关 领域 的 著名 专家学者 共同 聚焦 于 亚运会 这样 国际 重大 体育赛事 的 视觉 设计 与 表达 传播 问题 展开讨论 和 交流 本次 论坛 围绕 着 国际 体育 盛事 对 其 不同 艺术 形式 展开讨论 涵盖 的 核心 图形 海报 色彩 系统 服装 等 内容 总结 国际 体育赛事 与 国家 形象 城市 品牌设计 美学 等 研究 之间 的 关系 以 突出 视觉 传达 文化 传播 艺术设计 对 国家 和 城市 发展 的 贡献 与 影响 亚运会 杭州 亚运会 守护 青春 国 美观 杭州 中国美术学院 中国美术学院 中国美术学院 的 微博 视频,中国美术学院,f,true,4,0,11379,174,42.8 万,39,2022 / 04 / 19,15 : 51 : 17,4,0,13
https://m.weibo.cn/detail/4760009148207716,7299821485,中国 建造 杭州 亚运会 点亮 明珠 杭州 千岛湖 度假村 项目 顺利 交付 近日 由 中国 建筑 旗下 中建 八局 匠心 打造 的 杭州 千岛湖 度假村 项目 顺利 竣工 交付 项目 位于 风景秀丽 的 千岛湖 界首 列岛 是 杭州 亚运会 的 重要 服务 保障 设施 中建 八局 承建 了 运动员 村 媒体 村 技术 官员 村 及其 附属 相关 设施 涵盖 度假 酒店 服务 式 公寓 服务 式 酒店 等 60 栋 单体 建筑 总 建筑面积 约 为 66 万平方米 届时 将 为 第十九届 亚运会 运动员 技术 官员 记者团 提供 饮食 住宿 等 综合 服务 国资 小新 杭州 发布,中建 八局,f,true,2,50,3908,80,7940,4,2022 / 04 / 19,16 : 48 : 00,1,0,1
https://m.weibo.cn/detail/4760019403017503,1847582585,可 可爱 爱 杭州 亚运会 金银 纪念币 来 了 中国人民银行 官网 刚刚 发布公告 4 月 28 日 杭州 亚运会 金银 纪念币 将 发行 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 5 克 金质 纪念币 面额 80 元 30 克 银质 纪念币 面额 10 元 5 克 银质 纪念币 面额 2 元 预约 看 这里 网页 链接 杭州 亚运会,都市快报,m,true,3,0,105916,1583,1227.7 万,48,2022 / 04 / 19,17 : 28 : 45,16,8,38
https://m.weibo.cn/detail/4760016173404201,2286092114,杭州 亚运会 杭州 亚运会 金银 纪念币 4 月 28 日 发行 中国人民银行 定于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 均 为 中华人民共和国 法定 货币 杭州 亚运会 金银 纪念币,中国 蓝 新闻,m,true,3,0,45184,2800,470.9 万,35,2022 / 04 / 19,17 : 15 : 55,43,10,33
https://m.weibo.cn/detail/4760028206072856,1738598473,确定 了 杭州 亚运会 纪念币 定于 4 月 28 号 发行 纪念币 纪念币 超话 钱币 钱币 钱币 收藏 杭州 亚运会 发布 了 头条 文章 中国人民银行 定于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 中国人民银行 定于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套,钱 夫子 微博号,m,false,220,0,2811,723,1.4 万,23,2022 / 04 / 19,18 : 03 : 43,0,0,1
https://m.weibo.cn/detail/4760027342571774,1409471974,等待 中超 开赛 也 等待 杭州 亚运会 U23 国足 出彩,赧 郎 77,m,true,0,0,12604,760,97.1 万,26,2022 / 04 / 19,18 : 00 : 17,0,2,2
https://m.weibo.cn/detail/4760055763179967,2001487693,亚残 吉祥物 飞飞 两周岁 啦 来 听 中国美术学院 设计 艺术 学院 李洁 老师 讲述 它 的 破壳 故事 by 浙江 经视 杭州 亚运会 亚运会 守护 青春 国 美观 杭州 2022 年 亚运会 中国美术学院 杭州 中国美术学院 中国美术学院 的 微博 视频,中国美术学院,f,true,4,0,11379,174,42.8 万,39,2022 / 04 / 19,19 : 53 : 14,8,0,41
https://m.weibo.cn/detail/4760055603531080,5238550459,杭州 亚运会 杭州 亚运会 每个 人不去 买 杭州 亚运会 的 吉祥物 我 都 会 很 伤心 的 OK,dd 要 努力 呀 rt,f,true,0,0,4480,510,86,9,2022 / 04 / 19,19 : 52 : 36,0,1,0
https://m.weibo.cn/detail/4760050059706473,2402851787,杭州 亚运会 金银 纪念币 杭州 亚运会 金银 纪念币 4 月 28 日 发行 杭州 亚运会 杭州 亚运会 金银 纪念币 4 月 28 日 发行 中国人民银行 定于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 均 为 中华人民共和国 法定 货币 杭 杭州 亚运会 金银 纪念币 4 月 28 日 发行,豆豆 _ 毛毛虫,f,true,0,0,38782,538,9.2 万,42,2022 / 04 / 19,19 : 30 : 33,0,0,0
https://m.weibo.cn/detail/4760070850609421,1409471974,北京青年报 AppU23 国足 有望 借用 国足 3 大 超龄 主力 角逐 亚运会 吴曦 张琳芃 张玉宁 杭州 亚运会 网页 链接,赧 郎 77,m,true,0,0,12604,760,97.1 万,26,2022 / 04 / 19,20 : 53 : 10,0,2,3
https://m.weibo.cn/detail/4760064713819678,5238550459,还 在 犹豫 要 不要 买 还是 买 了 今天 收获 满满 在 跑步 的 时候 看到 的 落日 被 挡住 了 一部分 浅浅 支持 一下 亚运会 杭州 亚运会 杭州 亚运会,dd 要 努力 呀 rt,f,true,0,0,4480,510,86,9,2022 / 04 / 19,20 : 28 : 48,0,0,0
https://m.weibo.cn/detail/4760235133109260,6373739530,碳中 和 行动者 杭州 亚运会 天津 中国民航 大学,世间 仍有 大爱,m,false,- 1,0,378,532,43,9,2022 / 04 / 20,07 : 45 : 59,0,1,0
https://m.weibo.cn/detail/4760261456825949,6051526434,杭州 亚运会,孤旅 人生,m,false,- 1,0,685,350,66,14,2022 / 04 / 20,09 : 30 : 35,0,1,0
https://m.weibo.cn/detail/4760257898745200,5192548884,三月底 杭州 亚运会 比赛 场馆 全部 竣工 从 2017 年 10 月 场馆 及 设施 正 建设 正式 拉开序幕 到 如今 一座座 场馆 拔地而起 场馆 的 蜕变 过程 同样 精彩 数十万 场馆 建设者 们 几千个 日夜 的 奋战 体现 着 人 的 坚持 与 信念 致敬 每 一个 人 三位 杭州 视觉 部落 的 摄影师 花 了 两年 时间 用 镜头 记录 下 了 杭州 奥体中心 从 工地 到 崛起 的 惊艳 建设 跟 拍 致敬 每 一个 人 在 身边 杭州 亚运会 杭州 视觉 部落 的 微博 视频,风之萍 末,f,true,0,0,2615,801,1 万,27,2022 / 04 / 20,09 : 16 : 27,6,3,2
https://m.weibo.cn/detail/4760257303676118,5192548884,在 身边 2022 杭州 亚运会 离 我们 越来越近 啦 观赛 指南 就此 附上 本次 亚运会 已 确定 的 有 28 个 奥运 项目 及 9 个 非奥 项目 并 与时俱进 地 新增 了 电 竞等 备受瞩目 的 全新 项目 这么 多 的 项目 自然 不止 莲花 碗 一个 场地 亚运会 亚 残运会 共有 57 个 比赛 场馆 其中 新建 场馆 12 个 改造 场馆 27 个 续建 场馆 9 个 临建 场馆 9 个 杭州 亚运会 在 身边,风之萍 末,f,true,0,0,2615,801,1 万,27,2022 / 04 / 20,09 : 14 : 05,0,0,0
https://m.weibo.cn/detail/4760280226071442,3649799392,想要 吗 2022 杭州 金银 纪念币 来 了 杭州 亚运会 中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 1 枚 银质 2 枚 均 为 中华人民共和国 法定 货币 其中 5 克 圆形 银质 纪念币 背面 图 6 图案 为 第 19 届 亚洲 运动会 吉祥物 电子竞技 运动 造型 纪念币 背面 有 只 电 竞 吉祥物 人民日报,长兴 发布,m,true,1,0,35124,310,20 万,43,2022 / 04 / 20,10 : 45 : 10,0,0,0
https://m.weibo.cn/detail/4760279533487229,6069365756,杭州 亚运会 碳达峰 碳 中 和 杭州 亚运会 加油,猩猩 pds123,m,false,- 1,0,6553,1388,452,9,2022 / 04 / 20,10 : 42 : 25,0,2,1
https://m.weibo.cn/detail/4760274693001443,2810357942,杭州 亚运会 倒计时 143 天,杭州 市政 集团,m,true,2,50,2131,95,1788,14,2022 / 04 / 20,10 : 23 : 11,0,0,0
https://m.weibo.cn/detail/4760291755950167,1769458724,杭州 亚运会 没有 去过 大 莲花 却 用 一把 刻刀 雕刻 出 了 栩栩如生 的 大 莲花 家住 杭州市 上 城区 丁兰 街道 的 李顺根 将 自己 这朵 纯手工 的 大 莲花 视为 一份 礼物 要 献给 家门口 的 亚运会 面孔 丨 雕出 大 莲花 杭州 76 岁 木匠 李顺 根为 妙手 生花,台州 在线,m,true,1,0,76622,186,53.1 万,46,2022 / 04 / 20,11 : 30 : 58,0,0,0
https://m.weibo.cn/detail/4760291037939655,5822200696,风和日丽 今天 是 个 好日子 杭州 亚运会,铁马 星河 YW,f,false,- 1,0,281,199,93,9,2022 / 04 / 20,11 : 28 : 08,0,1,0
https://m.weibo.cn/detail/4760283984430017,2131141644,杭州 亚运会 2022 杭州 金银 纪念币 来 了 中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 1 枚 银质 2 枚 均 为 中华人民共和国 法定 货币,黄岩 发布,f,true,1,0,21021,131,2.7 万,43,2022 / 04 / 20,11 : 00 : 06,6,2,4
https://m.weibo.cn/detail/4760304217754256,5669418590,中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 其中 5 克 圆形 银质 纪念币 背面 图案 为 第 19 届 亚洲 运动会 吉祥物 电子竞技 运动 造型 你们 喜欢 这种 设计 吗 亚运会 吉祥物 电子竞技 造型 杭州 亚运会,云图 媒介,m,true,3,0,10591,303,1.4 万,9,2022 / 04 / 20,12 : 20 : 30,0,0,0
https://m.weibo.cn/detail/4760302333987492,7527667917,杭州 亚运会 柯洁 柯洁要 打 亚运会 了 这 是 真的 中国围棋协会 日前 正在 举行 亚运会 国家 围棋队 选拔 集训 截止 到 4 月 19 日 5 名 男子 国手 名额 中 已经 有 4 人 脱颖而出 了 这 就是 范廷钰 7 胜 1 负杨 鼎新 6 胜 2 负柯洁 5 胜 3 负李轩 豪 5 胜 3 负 以及 以小分 胜出 的 辜梓豪 接下来 谢科 和 柁 嘉熹 将 争夺 最后 一个 席位 杭州 亚运会 围棋 项目 将 设置 3 枚 金牌 4 月 22 日 中国 国家 围棋队 阵容 将 正式 出炉,腾讯 视频 体育,m,true,7,0,39292,625,42.8 万,0,2022 / 04 / 20,12 : 13 : 01,0,3,1
https://m.weibo.cn/detail/4760330934161945,2189403262,杭州 亚运会 迎 创建 美丽 杭州 铺 特色 小径 安装 竹篱笆 西溪 湿地 游览 环境 再 提升 为 心灵手巧 的 老师傅 们 点赞,西溪 湿地,m,true,1,0,16767,254,9 万,45,2022 / 04 / 20,14 : 06 : 40,0,1,0
https://m.weibo.cn/detail/4760390614911889,5243892991,黄岩 发布 杭州 亚运会 2022 杭州 金银 纪念币 来 了 中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 1 枚 银质 2 枚 均 为 中华人民共和国 法定 货币,Ying _ Zi,f,true,0,0,22674,795,785,9,2022 / 04 / 20,18 : 03 : 49,0,0,0
https://m.weibo.cn/detail/4760442205115925,3205295640,在 浙 留学生 艺起 迎 杭州 亚运会 4 月 20 日 是 第十三个 联合国 中文 日 在 位于 浙江 杭州 的 浙江 财经大学 问津 书院 三十多名 中外 师生 身着 汉服 认真 地 执笔 蘸 墨 书写 下 对 杭州 和 杭州 2022 年 第 19 届 亚运会 的 理解 与 期待 用 艺术 迎接 杭州 亚运会 联合国 中文 日 杭州 亚运会 记者 童笑 雨 中 新 浙里 的 微博 视频,中新 浙里,f,true,3,50,58114,627,26.6 万,45,2022 / 04 / 20,21 : 28 : 49,0,0,1
https://m.weibo.cn/detail/4760464385643050,3205295640,浙里 杭州 亚运会 亚 残运会 将 打造 史上 首届 碳中 和 赛事 20 日 记者 从 杭州 亚 组委 获悉 杭州 2022 年 第 19 届 亚运会 杭州 2022 年 第 4 届亚 残运会 下称 亚运会 亚 残运会 将 被 打造 为 亚残运史 上 首届 碳中 和 赛事 当日 打造 首届 碳中 和 亚运会 亚 残运会 新闻 发布会 暨 人人 1 千克 助力 碳中 和 活动 启动 仪式 在 杭州 举行 杭州 亚 组委 相关 负责人 介绍 杭州 亚运会 亚 残运会 碳中 和 工作思路 是 在 实施 绿色 行动 最大 限度 减少 碳 排放 的 基础 上 通过 发动 企事业 单位 和 个人 捐赠 林业 碳汇 碳 信用 碳 配额 碳普惠 等 方式 实现 碳中 和 如 在 碳 中 和 核算 数字化 方面 即 开发 杭州 亚运会 亚 残运会 碳中 和 数据管理 平台 将 数字化 技术 运用 到 碳 排放 核算 等 工作 中 实现 数据 可追踪 和 部分 数据 动态 更新 碳中 和 需要 全民 参与 杭州 亚 组委 将 联动 多方 通过 开展 我 为 种棵树 人人 1 千克 助力 碳中 和 等 活动 提升 全 社会 绿色 减碳 意识 如 人人 1 千克 助力 碳中 和 活动 预计 将 发动 中国 1 亿人次 乃至 更 多 民众 参与 捐赠 碳 信用 不 低于 10 万吨 此外 杭州 亚 组委 方面 透露 将 优先选择 与 共同富裕 节能 减排 等 相关 的 中 和 抵消 项目 助推 绿水青山 向 金山 银山 转化 促进 共同富裕 会 将 杭州 亚运会 亚 残运会 绿色 行动 碳中 和 工作 中 的 有效 举措 总结 提炼 为 大型 赛事 活动 绿色 低碳 运营 地方 标准 为 赛后 活动 提供 示范 和 遵循 杭州 亚运会 碳中 和 中国 新闻网 网页 链接,中新 浙里,f,true,3,50,58114,627,26.6 万,45,2022 / 04 / 20,22 : 56 : 57,1,0,0
https://m.weibo.cn/detail/4760477479209259,2274564844,在 身边 杭州 的 运河 夜景 灯光设计 以 水墨 丹青 诗画 江南 为 主题 聚焦 钱塘江 至 石祥路 核心 段 以 跨河 桥梁 亭台楼阁 和 街区 公共 空间 为 主要 载体 突出 江南 韵味 和 历史 文脉 用 光影 画卷 讲述 运河 故事 营造 竹影 婆娑 月影 朦胧 富庶 祥和 的 江南 之韵 杭州 亚运会 舟山,达伊 大冒险,m,true,0,0,528,363,1 万,17,2022 / 04 / 20,23 : 48 : 59,0,0,1
https://m.weibo.cn/detail/4760472097919896,5340243412,黄岩 发布 杭州 亚运会 2022 杭州 金银 纪念币 来 了 中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 1 枚 银质 2 枚 均 为 中华人民共和国 法定 货币,北洋 打 工人,m,false,- 1,0,4374,26,4,1,2022 / 04 / 20,23 : 27 : 36,0,0,0
https://m.weibo.cn/detail/4760613617928673,3434990754,迎 打造 龙湾 体育 新 地标 杭州 亚运会 区县 连线 温州 国际 网球 中心 综合 改造 提升 项目 是 浙江省 温州市 龙湾区 迎 展 形象 系列 工程 之一 工程 主要 涉及 中心 场馆 快捷 服务 便民服务 硬件 改造 公益 服务 运营 管理 环境 改造 智慧 场馆 文化氛围 等 八个 方面 总面积 达 495 亩 改造 提升 后 的 温州 国际 网球 中心 实现 群众 健身 更加 便利化 场馆 运营 更加 智慧 化 便民服务 更加 人性化 服务 供给 更加 特色化 运营 管理 更加 专业化 的 五化 要求 将 为 第 19 届 亚运会 龙湾 赛区 足球赛事 的 举办 营造 良好 的 体育 公共服务 环境,龙湾 发布,m,true,1,0,15113,356,2.4 万,36,2022 / 04 / 21,08 : 49 : 57,0,1,3
https://m.weibo.cn/detail/4760609902560360,2610940895,杭州 将 打造 首届 碳中 和 亚运会 杭州 将 践行 绿色 办会 理念 努力 打造 亚运会 亚 残运会 历史 上 首届 碳中 和 赛事 杭州 亚运会,中国奥委会 官网,m,true,3,0,7744,122,24.8 万,28,2022 / 04 / 21,08 : 35 : 10,0,1,3
https://m.weibo.cn/detail/4760619654581439,2810357942,杭州 亚运会 倒计时 142 天,杭州 市政 集团,m,true,2,50,2131,95,1788,14,2022 / 04 / 21,09 : 13 : 56,0,1,0
https://m.weibo.cn/detail/4760645084381252,5289911031,黄岩 发布 杭州 亚运会 2022 杭州 金银 纪念币 来 了 中国人民银行 定于 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 1 枚 银质 2 枚 均 为 中华人民共和国 法定 货币,浅淡 时光 2019,m,false,- 1,0,106,722,54,4,2022 / 04 / 21,10 : 54 : 58,0,0,0
https://m.weibo.cn/detail/4760639693914678,2269599497,2022 杭州 亚运会 纪念币 来 了 一套 三枚 有 彩色 币 中国人民银行 定于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 均 为 中华人民共和国 法定 货币 纪念币 正面 图案 均 为 第 19 届 亚洲 运动会 会徽 并刊 国名 年 号 杭州 2022 年 亚运会 你 心动 了 没 杭州 亚运会 蓝 v 视界 美丽 浙江 的 微博 视频,美丽 浙江,m,true,3,50,5285,259,348.3 万,26,2022 / 04 / 21,10 : 33 : 33,55,84,523
https://m.weibo.cn/detail/4760633512297323,1738598473,还 没有 预约 杭州 亚运会 纪念币 的 小伙伴 赶紧 点 进来 原文 链接 开始 预约 第 19 届 亚运会 金银币 大幅 缩量 首枚 2 元 彩色 纪念币 购物 链接 网页 链接 纪念币 杭州 亚运会 钱币 钱币 钱币 收藏 发布 了 头条 文章 开始 预约 第 19 届 亚运会 金银币 大幅 缩量 首枚 2 元 彩色 纪念币 开始 预约 第 19 届 亚运会 金银币 大幅 缩量 首枚 2 元 彩色 纪念币,钱 夫子 微博号,m,false,220,0,2811,723,1.4 万,23,2022 / 04 / 21,10 : 08 : 59,0,0,2
https://m.weibo.cn/detail/4760646938004938,3970257377,杭州 亚运会 据 杭州 日报 消息 中国人民银行 将 于 2022 年 4 月 28 日 发行 第 19 届 亚洲 运动会 金银 纪念币 一套 该套 金银 纪念币 共 3 枚 其中 金质 纪念币 1 枚 银质 纪念币 2 枚 均 为 中华人民共和国 法定 货币 该套 金银 纪念币 正面 图案 均 为 第 19 届 亚洲 运动会 会徽 并刊 国名 年 号 其中 5 克 金质 纪念币 含 纯金 5 克 面额 80 元 最大 发行量 10000 枚 30 克 银质 纪念币 含 纯银 30 克 面额 10 元 最大 发行量 20000 枚 5 克 银质 纪念币 含 纯银 5 克 面额 2 元 最大 发行量 100000 枚,华奥 星空网,m,true,2,50,9795,218,24.6 万,20,2022 / 04 / 21,11 : 02 : 21,0,1,0
https://m.weibo.cn/detail/4760672568875218,2286092114,王霜喊 你 助力 低碳 活动 近日 人人 1 千克 助力 碳中 和 活动 启动 公众 可以 通过 手机软件 参与 人人 1 千克 助力 碳中 和 活动 用户 日常生活 中 的 绿色 出行 减纸 减塑 等 绿色 行为 在 平台 产生 并 积累 绿色 能量 后 可 通过 捐赠 方式 助力 亚运会 碳中 和 工作 据 预计 本次 活动 将 至少 发动 1 亿人次 参与 捐赠 碳 信用 不 低于 10 万吨 活动 将 持续 到 今年 十月底 女足 运动员 女足 王霜 女足 吴海燕 喊 你 一 起来 参与 杭州 亚运会 蓝 v 视界 王霜 女足 吴海燕 中国 蓝 新闻 的 微博 视频,中国 蓝 新闻,m,true,3,0,45184,2800,470.9 万,35,2022 / 04 / 21,12 : 44 : 12,64,43,1445
https://m.weibo.cn/detail/4760687970618590,2286092114,柯洁 等 6 人 入选 杭州 中国男队 阵容 中国围棋协会 消息 中国 围棋队 杭州 亚运会 选拔赛 男子组 的 比赛 在 浙江 衢州 结束 柯洁 辜梓豪 杨 鼎新 范廷钰 李轩 豪 和 柁 嘉熹 等 6 位 棋手 成功 入选 棋士 柯洁 辜梓豪 和 杨 鼎新 目前 国内 等级分 排名 第一三五 位 他们 是 直接 进入 第二阶段 预选赛 的 而 范廷钰 李轩 豪 和 围棋 柁 嘉熹 是从 第一阶段 选拔赛 开始 打起 连过 两关 杀出重围 的 亚运会 选拔赛 女子组 的 比赛 也 接近 尾声 预计 将 于 22 日 产生 最终 名单 杭州 亚运会 亚运会 围棋 国家队 男团 名单 出炉,中国 蓝 新闻,m,true,3,0,45184,2800,470.9 万,35,2022 / 04 / 21,13 : 45 : 24,4,2,9
