楼主ID,评论者ID,话题内容,评论内容,评论者昵称,评论者性别,是否认证,认证类型,是否认证金v,发博数量,关注人数,粉丝数,微博等级,发布日期,评论日期,评论时间,回复量,点赞量
7842315016,1797469620,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,第一棒交接有点卡,70后小黑子,m,False,-1,0,11196,2061,1627,33,2023/12/01,2023/12/01,07:16:01,4,3
7842315016,1014650354,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,4100接力？,老猫的爸爸000711,m,False,-1,0,2190,718,282,39,2023/12/01,2023/12/01,14:39:16,1,2
7842315016,1765966695,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,力与美,心的探寻,m,False,-1,0,20368,1463,307,34,2023/12/01,2023/12/01,08:42:45,0,6
7842315016,1785216975,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,,导演陈国星,m,True,0,0,16744,912,156.2万,48,2023/12/01,2023/12/02,22:14:18,0,1
7842315016,7306438716,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,为她们点赞但是想客观评价一下3/4棒交接的不是很流畅。,牛倌201909,m,False,-1,0,19,137,6,0,2023/12/01,2023/12/01,13:12:30,0,3
7842315016,1145388901,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,袁琦琦,70后一哥,m,False,220,0,13021,1764,829,40,2023/12/01,2023/12/01,10:31:31,0,6
7842315016,1801395661,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,好棒啊！,Ars张张不熬夜,m,True,0,0,32909,2862,3.2万,47,2023/12/01,2023/12/01,12:19:45,0,1
7842315016,5878659096,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,你好，你感兴趣的“杭州亚运会”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 杭州2022年亚运会,超话社区,m,True,7,0,22425,1140,2.4亿,39,2023/12/01,2023/12/01,05:28:56,0,1
7842315016,7369898479,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,三棒最快！,五岳之金山,m,False,-1,0,2169,292,58,0,2023/12/01,2023/12/02,06:15:20,0,3
7842315016,5648916258,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,不是第三棒弯道大超车吗,卡农想森林,m,False,-1,0,345,49,83,4,2023/12/01,2023/12/02,08:37:12,0,2
7842315016,6364032715,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,我还去现场了,youfins,f,False,-1,0,3,324,2,0,2023/12/01,2024/1/01,03:07:11,0,0
7842315016,6392012104,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,棒,我不配扯彩虹,m,False,-1,0,330,856,93,9,2023/12/01,2023/12/12,09:48:38,0,0
7842315016,1883409280,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,巾帼英雄！,看不开的微博,m,False,220,0,3396,794,438,22,2023/12/01,2023/12/04,17:49:09,0,0
7842315016,281271583,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,三棒真猛！,尊尼-Q,m,False,-1,0,378,594,230,11,2023/12/01,2023/12/04,01:47:49,0,0
7842315016,6246082854,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,韦永丽启动早了，梁小静能力下降顶不上去了，一二交接就卡顿了一下。,黄昏时光撒个野,m,False,-1,0,15,310,4,1,2023/12/01,2023/12/03,19:14:04,0,0
7842315016,1169327777,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,,老邵看看,m,True,0,0,5981,115,2833,41,2023/12/01,2023/12/03,09:09:02,0,0
7842315016,6302691828,【全程记录中国夺得女子4100米接力冠军，葛曼棋又扎“哪吒头”跑最后一棒！#杭州亚运会#亚运最前线#闪耀吧亚运 下班偷偷乐的微博视频 ,中国第四棒，居然跑出了残影,傲娇蛋炒孤寂饭,m,False,-1,0,89,693,3,0,2023/12/01,2023/12/02,22:30:51,0,1
